Timestamp,YearMonth,UPN,AppName,ActionType,PolicyHit,PolicyAction,IPAddress,CountryCode,EventCount
2026-05-09T08:00:48Z,2026-05,bria.lee@contoso.com,Midjourney,Share,FALSE,Block,13.64.98.205,IE,143
2026-03-20T11:34:35Z,2026-03,mira.funk@contoso.com,Gemini,Download,FALSE,Block,13.64.25.201,CA,481
2026-04-07T05:12:23Z,2026-04,vera.bose@contoso.com,Midjourney,Share,FALSE,Allow,13.64.49.117,GB,497
2025-10-12T20:47:49Z,2025-10,yuki.egan@contoso.com,Perplexity,Download,TRUE,Allow,13.64.44.254,CA,230
2025-09-06T05:17:11Z,2025-09,omar.said@contoso.com,DeepSeek,Download,FALSE,Block,13.64.155.155,CA,432
2026-03-05T17:15:48Z,2026-03,kyle.brown@contoso.com,ChatGPT,Share,FALSE,Block,13.64.18.0,AU,38
2026-05-11T01:33:40Z,2026-05,seth.vogt@contoso.com,Perplexity,Login,TRUE,Block,13.64.191.167,DE,53
2026-01-21T10:26:08Z,2026-01,ella.hart@contoso.com,Midjourney,Login,FALSE,Allow,13.64.48.133,US,351
2025-12-17T14:55:36Z,2025-12,gabe.khan@contoso.com,Midjourney,Login,TRUE,Block,13.64.10.11,IE,433
2025-09-24T07:06:34Z,2025-09,tom.frey@contoso.com,Claude,Download,TRUE,Block,13.64.48.147,US,325
2026-06-25T11:16:52Z,2026-06,hugo.cano@contoso.com,Claude,Login,FALSE,Warn,13.64.51.13,DE,401
2026-06-04T02:02:34Z,2026-06,dora.judd@contoso.com,ChatGPT,Upload,TRUE,Block,13.64.197.243,US,333
2025-10-02T06:08:42Z,2025-10,wade.crum@contoso.com,ChatGPT,Share,TRUE,Warn,13.64.117.213,CA,187
2026-03-18T16:42:30Z,2026-03,fern.lowe@contoso.com,Claude,Upload,TRUE,Block,13.64.65.34,DE,478
2026-06-04T17:02:00Z,2026-06,adam.gore@contoso.com,Perplexity,Upload,FALSE,Warn,13.64.223.28,IE,474
2026-01-21T03:46:11Z,2026-01,lena.mori@contoso.com,Perplexity,Upload,TRUE,Allow,13.64.138.173,IE,146
2025-10-16T04:56:28Z,2025-10,hana.wong@contoso.com,Claude,Share,FALSE,Allow,13.64.55.162,GB,11
2026-02-12T18:40:04Z,2026-02,eli.kemp@contoso.com,Midjourney,Share,TRUE,Warn,13.64.188.13,GB,169
2025-12-17T08:49:16Z,2025-12,cory.vance@contoso.com,Gemini,Login,FALSE,Allow,13.64.38.93,CA,393
2026-04-21T13:10:27Z,2026-04,hana.wong@contoso.com,Perplexity,Upload,TRUE,Block,13.64.248.228,IE,401
2026-03-02T23:28:12Z,2026-03,gabe.khan@contoso.com,Gemini,Upload,TRUE,Block,13.64.160.100,AU,200
2025-11-09T14:32:49Z,2025-11,uma.roy@contoso.com,Claude,Share,TRUE,Allow,13.64.227.188,GB,231
2025-12-01T04:05:20Z,2025-12,omar.said@contoso.com,Midjourney,Download,TRUE,Warn,13.64.45.173,IE,207
2025-11-10T15:06:38Z,2025-11,vlad.boyd@contoso.com,Claude,Login,FALSE,Allow,13.64.165.132,GB,84
2025-09-24T08:35:05Z,2025-09,cole.page@contoso.com,Perplexity,Upload,FALSE,Block,13.64.193.34,DE,186
2025-09-13T09:51:12Z,2025-09,iris.lund@contoso.com,Midjourney,Login,TRUE,Warn,13.64.255.60,AU,492
2025-10-26T03:08:31Z,2025-10,adam.gore@contoso.com,ChatGPT,Download,FALSE,Allow,13.64.19.207,GB,312
2026-01-11T05:15:37Z,2026-01,kyle.brown@contoso.com,DeepSeek,Share,FALSE,Block,13.64.141.119,DE,93
2026-03-10T16:15:10Z,2026-03,fern.lowe@contoso.com,Claude,Login,TRUE,Warn,13.64.222.26,GB,41
2026-01-01T23:11:19Z,2026-01,quinn.ford@contoso.com,Perplexity,Download,TRUE,Allow,13.64.7.40,IE,124
2026-05-19T16:44:33Z,2026-05,nora.hale@contoso.com,ChatGPT,Login,FALSE,Block,13.64.19.62,US,362
2026-05-26T05:47:16Z,2026-05,caleb.ives@contoso.com,Midjourney,Download,TRUE,Block,13.64.169.234,IE,29
2025-11-18T07:44:16Z,2025-11,holly.otto@contoso.com,DeepSeek,Upload,FALSE,Warn,13.64.134.98,GB,342
2026-06-20T07:34:47Z,2026-06,dana.cole@contoso.com,ChatGPT,Login,TRUE,Warn,13.64.233.210,AU,264
2026-06-25T11:11:06Z,2026-06,ueli.zane@contoso.com,DeepSeek,Download,FALSE,Block,13.64.223.139,US,421
2025-11-24T08:53:00Z,2025-11,jade.singh@contoso.com,Perplexity,Download,FALSE,Block,13.64.154.3,AU,411
2025-10-27T12:38:43Z,2025-10,gus.mata@contoso.com,Gemini,Share,FALSE,Allow,13.64.201.163,GB,234
2025-09-15T08:54:09Z,2025-09,ella.hart@contoso.com,Claude,Login,TRUE,Block,13.64.119.134,CA,282
2025-12-21T21:45:08Z,2025-12,ravi.iyer@contoso.com,Gemini,Login,FALSE,Allow,13.64.222.253,CA,51
2026-03-07T15:43:26Z,2026-03,yara.adler@contoso.com,ChatGPT,Download,FALSE,Allow,13.64.122.46,CA,227
2026-02-09T21:08:16Z,2026-02,yara.adler@contoso.com,Claude,Upload,TRUE,Block,13.64.154.154,CA,497
2026-03-20T15:26:08Z,2026-03,tina.wynn@contoso.com,Perplexity,Download,FALSE,Block,13.64.247.224,DE,275
2026-03-23T23:52:22Z,2026-03,zane.voss@contoso.com,Gemini,Login,TRUE,Warn,13.64.254.253,US,287
2025-11-26T17:59:14Z,2025-11,lena.mori@contoso.com,DeepSeek,Download,FALSE,Warn,13.64.39.16,CA,445
2026-04-23T15:32:22Z,2026-04,olga.pace@contoso.com,DeepSeek,Upload,TRUE,Allow,13.64.79.142,US,348
2026-05-04T19:35:10Z,2026-05,noah.holt@contoso.com,DeepSeek,Download,TRUE,Allow,13.64.25.140,AU,66
2026-02-26T04:27:19Z,2026-02,beth.quinn@contoso.com,Perplexity,Upload,FALSE,Allow,13.64.166.231,DE,430
2026-05-07T22:41:05Z,2026-05,jenna.sims@contoso.com,Gemini,Upload,TRUE,Block,13.64.183.36,IE,41
2025-12-18T15:25:23Z,2025-12,drew.shaw@contoso.com,ChatGPT,Login,TRUE,Block,13.64.118.109,DE,12
2026-06-24T11:05:38Z,2026-06,mason.cruz@contoso.com,ChatGPT,Share,FALSE,Warn,13.64.2.97,AU,425
2026-05-10T11:08:26Z,2026-05,finn.nash@contoso.com,Perplexity,Login,FALSE,Block,13.64.201.41,US,309
2026-04-02T03:58:35Z,2026-04,yara.adler@contoso.com,Perplexity,Download,TRUE,Block,13.64.74.191,AU,42
2025-09-20T19:46:30Z,2025-09,jade.singh@contoso.com,Claude,Upload,FALSE,Warn,13.64.166.85,DE,472
2025-11-25T19:21:59Z,2025-11,ella.hart@contoso.com,DeepSeek,Download,FALSE,Warn,13.64.212.86,CA,290
2026-02-02T21:24:20Z,2026-02,cory.vance@contoso.com,DeepSeek,Upload,TRUE,Block,13.64.133.75,AU,486
2026-04-15T20:55:21Z,2026-04,bella.hobbs@contoso.com,Midjourney,Upload,TRUE,Allow,13.64.131.207,GB,495
2025-11-03T22:15:10Z,2025-11,dora.judd@contoso.com,Gemini,Share,FALSE,Block,13.64.206.175,US,109
2026-01-26T07:36:24Z,2026-01,zane.voss@contoso.com,Midjourney,Share,FALSE,Block,13.64.44.238,US,332
2025-10-18T09:27:34Z,2025-10,xena.marsh@contoso.com,Midjourney,Login,FALSE,Allow,13.64.216.9,DE,18
2025-09-25T12:07:37Z,2025-09,priya.rao@contoso.com,DeepSeek,Login,FALSE,Allow,13.64.131.37,AU,27
2026-05-21T02:20:35Z,2026-05,mira.funk@contoso.com,Claude,Upload,FALSE,Block,13.64.242.178,GB,391
