UserPrincipalName,YearMonth,TeamsPrompts,WordPrompts,ExcelPrompts,OutlookPrompts,PowerPointPrompts,ChatPrompts,TotalPrompts,ActiveDays,LastActivityDate
dana.cole@contoso.com,2025-10,154,89,132,121,184,47,847,27,2025-10-27
dana.cole@contoso.com,2026-01,102,15,177,147,66,190,759,27,2026-01-27
drew.shaw@contoso.com,2025-10,111,155,80,139,24,139,752,27,2025-10-27
drew.shaw@contoso.com,2026-03,122,48,60,75,4,167,629,27,2026-03-27
drew.shaw@contoso.com,2026-01,43,29,64,16,29,95,415,27,2026-01-27
drew.shaw@contoso.com,2025-12,192,44,41,67,193,169,883,27,2025-12-27
ella.hart@contoso.com,2025-12,110,19,61,178,162,73,731,27,2025-12-27
ella.hart@contoso.com,2026-01,111,153,42,1,182,156,836,27,2026-01-27
ella.hart@contoso.com,2026-06,75,82,182,193,22,146,853,27,2026-06-27
ella.hart@contoso.com,2025-09,131,75,90,140,198,24,821,26,2025-09-27
ella.hart@contoso.com,2025-10,16,164,18,43,180,161,715,27,2025-10-27
ella.hart@contoso.com,2026-02,98,181,38,187,25,180,888,27,2026-02-27
evan.reed@contoso.com,2025-09,44,62,194,200,152,104,884,27,2025-09-27
evan.reed@contoso.com,2025-12,105,165,59,137,197,127,893,27,2025-12-27
evan.reed@contoso.com,2026-03,29,93,162,11,116,124,640,27,2026-03-27
faye.diaz@contoso.com,2026-01,69,126,29,188,162,40,754,27,2026-01-27
faye.diaz@contoso.com,2026-05,169,62,30,158,179,96,740,27,2026-05-27
faye.diaz@contoso.com,2026-04,71,12,15,137,38,27,384,27,2026-04-27
faye.diaz@contoso.com,2025-09,85,24,50,100,156,88,615,27,2025-09-27
finn.nash@contoso.com,2025-10,51,166,57,161,71,180,797,27,2025-10-27
finn.nash@contoso.com,2026-06,180,2,157,148,82,127,820,26,2026-06-27
finn.nash@contoso.com,2025-09,170,170,169,116,142,97,993,27,2025-09-27
finn.nash@contoso.com,2025-11,54,155,45,12,68,106,540,26,2025-11-27
gabe.khan@contoso.com,2025-11,86,34,15,100,33,114,505,27,2025-11-27
gabe.khan@contoso.com,2025-10,93,22,100,183,14,97,609,27,2025-10-27
gabe.khan@contoso.com,2025-12,44,177,45,55,92,92,552,27,2025-12-27
gabe.khan@contoso.com,2026-06,20,33,199,131,165,74,729,27,2026-06-27
gabe.khan@contoso.com,2026-02,184,138,175,135,153,64,964,27,2026-02-27
gwen.webb@contoso.com,2026-05,70,192,197,92,181,142,987,27,2026-05-27
gwen.webb@contoso.com,2025-09,138,94,166,126,187,51,866,27,2025-09-27
gwen.webb@contoso.com,2026-06,164,95,82,174,108,12,730,27,2026-06-27
gwen.webb@contoso.com,2025-12,16,138,103,62,112,100,638,27,2025-12-27
hana.wong@contoso.com,2025-12,51,167,88,170,106,126,887,27,2025-12-27
hana.wong@contoso.com,2025-09,144,177,9,172,199,5,893,27,2025-09-27
hana.wong@contoso.com,2026-06,58,191,149,61,60,165,831,27,2026-06-27
hugo.cano@contoso.com,2026-05,29,28,9,147,170,75,595,27,2026-05-27
hugo.cano@contoso.com,2025-11,157,188,155,143,67,48,898,27,2025-11-27
hugo.cano@contoso.com,2025-10,30,77,118,131,180,13,666,26,2025-10-27
hugo.cano@contoso.com,2026-02,175,118,132,62,191,95,899,27,2026-02-27
iris.lund@contoso.com,2025-10,188,94,40,172,155,180,944,24,2025-10-27
iris.lund@contoso.com,2026-06,64,88,168,159,62,64,714,27,2026-06-27
iris.lund@contoso.com,2025-09,46,140,186,168,101,116,878,27,2025-09-27
iris.lund@contoso.com,2026-02,133,154,121,35,130,184,842,27,2026-02-27
ivan.petrov@contoso.com,2025-09,166,182,56,53,59,112,746,27,2025-09-27
ivan.petrov@contoso.com,2025-12,144,168,113,2,70,190,848,27,2025-12-27
ivan.petrov@contoso.com,2025-10,159,19,28,199,143,169,874,27,2025-10-27
jack.tate@contoso.com,2026-03,180,127,18,73,68,107,688,27,2026-03-27
jack.tate@contoso.com,2026-06,163,139,182,101,181,159,997,26,2026-06-27
jack.tate@contoso.com,2026-02,58,64,18,128,2,79,473,27,2026-02-27
jade.singh@contoso.com,2026-03,14,199,85,160,134,81,812,27,2026-03-27
jade.singh@contoso.com,2026-06,38,19,9,107,15,159,506,27,2026-06-27
jade.singh@contoso.com,2026-01,56,167,121,45,7,142,634,27,2026-01-27
jade.singh@contoso.com,2025-12,200,147,41,45,54,120,796,27,2025-12-27
kara.yost@contoso.com,2026-04,39,87,168,194,70,142,875,27,2026-04-27
kara.yost@contoso.com,2025-10,21,96,42,87,125,82,542,27,2025-10-27
kara.yost@contoso.com,2025-11,54,57,159,150,118,104,808,27,2025-11-27
kyle.brown@contoso.com,2026-01,41,120,126,50,27,60,530,27,2026-01-27
kyle.brown@contoso.com,2026-03,72,75,170,186,22,28,623,27,2026-03-27
kyle.brown@contoso.com,2026-05,49,90,156,8,185,78,706,27,2026-05-27
kyle.brown@contoso.com,2025-12,171,196,196,92,77,70,923,27,2025-12-27
lena.mori@contoso.com,2026-03,178,89,200,131,116,87,936,27,2026-03-27
lena.mori@contoso.com,2026-06,20,8,42,106,64,67,457,27,2026-06-27
lena.mori@contoso.com,2025-11,100,106,171,15,60,185,792,27,2025-11-27
lena.mori@contoso.com,2026-04,4,53,158,156,196,173,895,27,2026-04-27
liam.beck@contoso.com,2025-12,198,47,9,141,99,21,584,26,2025-12-27
liam.beck@contoso.com,2025-11,92,8,106,159,71,65,619,27,2025-11-27
liam.beck@contoso.com,2026-06,127,5,55,147,193,86,647,27,2026-06-27
mason.cruz@contoso.com,2025-09,64,185,32,3,199,113,741,27,2025-09-27
mason.cruz@contoso.com,2026-04,24,36,176,111,157,78,770,27,2026-04-27
mason.cruz@contoso.com,2025-11,73,32,197,149,11,53,651,27,2025-11-27
mason.cruz@contoso.com,2026-01,49,95,55,76,199,60,696,27,2026-01-27
mason.cruz@contoso.com,2026-03,11,75,127,84,89,196,744,27,2026-03-27
mira.funk@contoso.com,2025-11,30,6,22,193,151,12,554,27,2025-11-27
mira.funk@contoso.com,2025-12,44,148,19,36,49,64,451,26,2025-12-27
mira.funk@contoso.com,2026-04,61,113,71,192,16,87,698,27,2026-04-27
mira.funk@contoso.com,2025-10,51,165,14,148,175,19,627,26,2025-10-27
mira.funk@contoso.com,2026-02,122,154,187,183,118,72,908,26,2026-02-27
mira.funk@contoso.com,2026-06,155,21,122,2,12,60,520,26,2026-06-27
noah.holt@contoso.com,2026-02,181,25,63,153,111,40,665,25,2026-02-27
noah.holt@contoso.com,2025-12,117,188,38,144,122,190,996,25,2025-12-27
noah.holt@contoso.com,2025-09,197,57,179,71,34,194,894,27,2025-09-27
noah.holt@contoso.com,2026-04,85,122,5,32,138,187,705,26,2026-04-27
noah.holt@contoso.com,2026-03,75,193,93,41,159,27,772,27,2026-03-27
noah.holt@contoso.com,2026-06,111,95,129,79,160,107,813,27,2026-06-27
nora.hale@contoso.com,2026-06,124,147,30,67,195,127,811,27,2026-06-27
nora.hale@contoso.com,2025-09,9,89,171,71,98,185,701,27,2025-09-27
nora.hale@contoso.com,2025-12,68,47,138,114,195,5,675,27,2025-12-27
olga.pace@contoso.com,2025-11,104,30,137,171,68,198,817,27,2025-11-27
olga.pace@contoso.com,2025-12,145,94,154,124,11,43,707,26,2025-12-27
olga.pace@contoso.com,2026-02,47,86,175,87,200,120,792,27,2026-02-27
olga.pace@contoso.com,2026-05,61,120,187,65,63,36,700,27,2026-05-27
olga.pace@contoso.com,2026-01,3,44,93,143,50,149,574,27,2026-01-27
olga.pace@contoso.com,2025-10,103,72,154,172,141,18,728,27,2025-10-27
omar.said@contoso.com,2026-04,87,148,163,17,4,95,575,27,2026-04-27
omar.said@contoso.com,2025-11,157,144,115,152,38,176,948,27,2025-11-27
omar.said@contoso.com,2025-09,156,170,54,132,193,78,949,27,2025-09-27
omar.said@contoso.com,2026-03,137,135,187,126,5,48,720,27,2026-03-27
priya.rao@contoso.com,2026-01,94,154,48,154,139,38,766,26,2026-01-27
priya.rao@contoso.com,2026-06,162,42,102,168,192,133,875,27,2026-06-27
priya.rao@contoso.com,2025-12,194,132,24,74,25,165,766,27,2025-12-27
priya.rao@contoso.com,2026-05,101,159,137,81,124,130,882,27,2026-05-27
quinn.ford@contoso.com,2025-10,85,131,82,29,108,183,721,27,2025-10-27
quinn.ford@contoso.com,2026-06,84,144,142,47,62,91,673,27,2026-06-27
quinn.ford@contoso.com,2025-09,41,126,95,191,30,21,598,27,2025-09-27
quinn.ford@contoso.com,2026-05,18,180,67,165,74,166,780,27,2026-05-27
quinn.ford@contoso.com,2025-11,123,76,81,148,70,136,718,27,2025-11-27
quinn.ford@contoso.com,2025-12,133,10,120,135,98,9,618,27,2025-12-27
ravi.iyer@contoso.com,2026-05,35,141,72,90,52,1,528,27,2026-05-27
ravi.iyer@contoso.com,2025-10,18,140,66,200,59,111,690,27,2025-10-27
ravi.iyer@contoso.com,2026-02,63,129,193,77,78,121,780,26,2026-02-27
ravi.iyer@contoso.com,2025-12,22,97,57,137,134,172,817,27,2025-12-27
sara.bell@contoso.com,2026-04,30,141,32,18,87,156,578,27,2026-04-27
sara.bell@contoso.com,2026-02,46,172,171,81,78,3,658,27,2026-02-27
sara.bell@contoso.com,2025-12,183,103,175,39,109,77,819,27,2025-12-27
sara.bell@contoso.com,2026-03,46,190,84,164,44,146,811,27,2026-03-27
sara.bell@contoso.com,2026-01,29,58,111,61,159,114,715,27,2026-01-27
sara.bell@contoso.com,2026-05,196,1,6,164,54,115,725,27,2026-05-27
tom.frey@contoso.com,2025-11,183,102,195,149,188,193,1139,27,2025-11-27
tom.frey@contoso.com,2026-04,155,30,138,164,167,73,788,27,2026-04-27
tom.frey@contoso.com,2025-12,131,61,122,26,135,27,596,27,2025-12-27
tom.frey@contoso.com,2025-10,162,81,156,59,64,171,851,27,2025-10-27
uma.roy@contoso.com,2025-09,133,31,1,97,141,196,726,24,2025-09-27
uma.roy@contoso.com,2025-10,172,116,174,80,195,67,928,27,2025-10-27
uma.roy@contoso.com,2026-02,69,129,135,153,109,83,808,27,2026-02-27
uma.roy@contoso.com,2025-12,134,63,105,142,27,56,647,27,2025-12-27
uma.roy@contoso.com,2026-04,150,48,59,147,165,32,659,27,2026-04-27
vera.bose@contoso.com,2026-02,171,46,149,137,2,194,785,27,2026-02-27
vera.bose@contoso.com,2026-04,192,14,179,195,15,37,798,27,2026-04-27
vera.bose@contoso.com,2025-12,121,168,13,11,152,126,782,27,2025-12-27
vera.bose@contoso.com,2026-05,112,113,101,167,44,86,753,26,2026-05-27
vera.bose@contoso.com,2025-11,13,140,195,189,33,128,781,27,2025-11-27
will.toney@contoso.com,2025-09,106,29,161,145,66,148,781,27,2025-09-27
will.toney@contoso.com,2025-11,71,68,56,178,134,12,559,27,2025-11-27
will.toney@contoso.com,2026-01,100,49,188,45,21,82,657,27,2026-01-27
will.toney@contoso.com,2026-04,79,195,16,192,197,187,909,27,2026-04-27
xena.marsh@contoso.com,2026-04,4,186,175,47,66,35,646,27,2026-04-27
xena.marsh@contoso.com,2026-02,126,73,171,138,143,55,848,26,2026-02-27
xena.marsh@contoso.com,2025-11,190,73,63,35,5,170,706,26,2025-11-27
xena.marsh@contoso.com,2026-01,53,94,199,99,187,7,812,27,2026-01-27
yara.adler@contoso.com,2026-03,121,48,49,172,192,24,764,27,2026-03-27
yara.adler@contoso.com,2026-04,87,62,29,174,12,83,541,27,2026-04-27
yara.adler@contoso.com,2026-05,76,140,196,134,147,44,819,26,2026-05-27
yara.adler@contoso.com,2025-10,185,175,92,113,45,199,967,27,2025-10-27
yara.adler@contoso.com,2025-09,67,123,173,69,164,12,662,27,2025-09-27
yara.adler@contoso.com,2025-11,98,13,104,2,127,132,614,27,2025-11-27
zane.voss@contoso.com,2025-12,187,74,197,125,162,50,905,27,2025-12-27
zane.voss@contoso.com,2026-05,105,5,42,104,41,8,421,27,2026-05-27
zane.voss@contoso.com,2025-11,5,96,90,166,21,156,675,27,2025-11-27
zane.voss@contoso.com,2026-01,117,146,121,109,9,147,731,27,2026-01-27
zane.voss@contoso.com,2025-09,102,188,107,91,135,175,960,27,2025-09-27
