UserPrincipalName,YearMonth,Surface,SourceWorkload,SourceAppHost,PromptCount,ActiveDays,LastActivityDate
alex.park@contoso.com,2026-01,Loop,Microsoft365,Loop,7,6,2026-01-23
alex.park@contoso.com,2026-01,OneNote,Microsoft365,OneNote,45,13,2026-01-26
alex.park@contoso.com,2026-01,SharePoint,Microsoft365,SharePoint,32,7,2026-01-26
alex.park@contoso.com,2026-01,Edge,Microsoft365,Edge,40,19,2026-01-27
alex.park@contoso.com,2025-11,Teams,MicrosoftTeams,MicrosoftTeams,65,9,2025-11-26
alex.park@contoso.com,2025-11,Word,Microsoft365,Word,193,19,2025-11-27
alex.park@contoso.com,2025-11,Excel,Microsoft365,Excel,69,5,2025-11-27
alex.park@contoso.com,2025-11,Outlook,Microsoft365,Outlook,10,2,2025-11-25
alex.park@contoso.com,2025-11,PowerPoint,Microsoft365,PowerPoint,157,7,2025-11-24
alex.park@contoso.com,2025-11,Chat,Microsoft365,M365Chat,8,4,2025-11-16
alex.park@contoso.com,2025-11,Loop,Microsoft365,Loop,60,8,2025-11-26
alex.park@contoso.com,2025-11,OneNote,Microsoft365,OneNote,53,7,2025-11-27
alex.park@contoso.com,2025-11,SharePoint,Microsoft365,SharePoint,48,4,2025-11-25
alex.park@contoso.com,2025-11,Edge,Microsoft365,Edge,30,19,2025-11-27
beth.quinn@contoso.com,2026-02,Teams,MicrosoftTeams,MicrosoftTeams,76,2,2026-02-10
beth.quinn@contoso.com,2026-02,Word,Microsoft365,Word,34,12,2026-02-27
beth.quinn@contoso.com,2026-02,Excel,Microsoft365,Excel,128,5,2026-02-27
beth.quinn@contoso.com,2026-02,Outlook,Microsoft365,Outlook,34,13,2026-02-24
beth.quinn@contoso.com,2026-02,PowerPoint,Microsoft365,PowerPoint,142,16,2026-02-24
beth.quinn@contoso.com,2026-02,Chat,Microsoft365,M365Chat,118,19,2026-02-27
beth.quinn@contoso.com,2026-02,Loop,Microsoft365,Loop,44,13,2026-02-27
beth.quinn@contoso.com,2026-02,OneNote,Microsoft365,OneNote,52,9,2026-02-23
beth.quinn@contoso.com,2026-02,SharePoint,Microsoft365,SharePoint,11,3,2026-02-13
beth.quinn@contoso.com,2026-02,Edge,Microsoft365,Edge,43,4,2026-02-26
beth.quinn@contoso.com,2026-05,Teams,MicrosoftTeams,MicrosoftTeams,56,14,2026-05-24
beth.quinn@contoso.com,2026-05,Word,Microsoft365,Word,184,11,2026-05-26
beth.quinn@contoso.com,2026-05,Excel,Microsoft365,Excel,65,7,2026-05-27
beth.quinn@contoso.com,2026-05,Outlook,Microsoft365,Outlook,190,4,2026-05-26
beth.quinn@contoso.com,2026-05,PowerPoint,Microsoft365,PowerPoint,20,10,2026-05-26
beth.quinn@contoso.com,2026-05,Chat,Microsoft365,M365Chat,150,12,2026-05-25
beth.quinn@contoso.com,2026-05,Loop,Microsoft365,Loop,18,4,2026-05-18
beth.quinn@contoso.com,2026-05,OneNote,Microsoft365,OneNote,25,8,2026-05-25
beth.quinn@contoso.com,2026-05,SharePoint,Microsoft365,SharePoint,43,5,2026-05-27
beth.quinn@contoso.com,2026-05,Edge,Microsoft365,Edge,19,18,2026-05-25
beth.quinn@contoso.com,2025-12,Teams,MicrosoftTeams,MicrosoftTeams,192,21,2025-12-27
beth.quinn@contoso.com,2025-12,Word,Microsoft365,Word,10,2,2025-12-26
beth.quinn@contoso.com,2025-12,Excel,Microsoft365,Excel,117,5,2025-12-22
beth.quinn@contoso.com,2025-12,Outlook,Microsoft365,Outlook,118,13,2025-12-27
beth.quinn@contoso.com,2025-12,PowerPoint,Microsoft365,PowerPoint,146,9,2025-12-27
beth.quinn@contoso.com,2025-12,Chat,Microsoft365,M365Chat,12,4,2025-12-27
beth.quinn@contoso.com,2025-12,Loop,Microsoft365,Loop,38,14,2025-12-26
beth.quinn@contoso.com,2025-12,OneNote,Microsoft365,OneNote,13,6,2025-12-24
beth.quinn@contoso.com,2025-12,SharePoint,Microsoft365,SharePoint,57,17,2025-12-27
beth.quinn@contoso.com,2025-12,Edge,Microsoft365,Edge,39,15,2025-12-27
beth.quinn@contoso.com,2025-10,Teams,MicrosoftTeams,MicrosoftTeams,22,11,2025-10-27
beth.quinn@contoso.com,2025-10,Word,Microsoft365,Word,19,7,2025-10-26
beth.quinn@contoso.com,2025-10,Excel,Microsoft365,Excel,166,4,2025-10-22
beth.quinn@contoso.com,2025-10,Outlook,Microsoft365,Outlook,200,12,2025-10-27
beth.quinn@contoso.com,2025-10,PowerPoint,Microsoft365,PowerPoint,82,10,2025-10-27
beth.quinn@contoso.com,2025-10,Chat,Microsoft365,M365Chat,93,3,2025-10-19
beth.quinn@contoso.com,2025-10,Loop,Microsoft365,Loop,1,1,2025-10-09
beth.quinn@contoso.com,2025-10,OneNote,Microsoft365,OneNote,55,1,2025-10-20
beth.quinn@contoso.com,2025-10,SharePoint,Microsoft365,SharePoint,57,1,2025-10-08
beth.quinn@contoso.com,2025-10,Edge,Microsoft365,Edge,6,3,2025-10-24
beth.quinn@contoso.com,2026-04,Teams,MicrosoftTeams,MicrosoftTeams,95,19,2026-04-27
beth.quinn@contoso.com,2026-04,Word,Microsoft365,Word,17,17,2026-04-27
beth.quinn@contoso.com,2026-04,Excel,Microsoft365,Excel,59,22,2026-04-27
beth.quinn@contoso.com,2026-04,Outlook,Microsoft365,Outlook,89,18,2026-04-27
beth.quinn@contoso.com,2026-04,PowerPoint,Microsoft365,PowerPoint,108,20,2026-04-27
beth.quinn@contoso.com,2026-04,Chat,Microsoft365,M365Chat,50,2,2026-04-23
beth.quinn@contoso.com,2026-04,Loop,Microsoft365,Loop,19,18,2026-04-27
beth.quinn@contoso.com,2026-04,OneNote,Microsoft365,OneNote,40,22,2026-04-27
beth.quinn@contoso.com,2026-04,SharePoint,Microsoft365,SharePoint,56,12,2026-04-27
beth.quinn@contoso.com,2026-04,Edge,Microsoft365,Edge,5,2,2026-04-24
beth.quinn@contoso.com,2025-11,Teams,MicrosoftTeams,MicrosoftTeams,150,21,2025-11-27
beth.quinn@contoso.com,2025-11,Word,Microsoft365,Word,131,17,2025-11-27
beth.quinn@contoso.com,2025-11,Excel,Microsoft365,Excel,48,3,2025-11-19
beth.quinn@contoso.com,2025-11,Outlook,Microsoft365,Outlook,167,10,2025-11-24
beth.quinn@contoso.com,2025-11,PowerPoint,Microsoft365,PowerPoint,132,9,2025-11-23
beth.quinn@contoso.com,2025-11,Chat,Microsoft365,M365Chat,198,1,2025-11-15
beth.quinn@contoso.com,2025-11,Loop,Microsoft365,Loop,11,10,2025-11-27
beth.quinn@contoso.com,2025-11,OneNote,Microsoft365,OneNote,24,10,2025-11-27
beth.quinn@contoso.com,2025-11,SharePoint,Microsoft365,SharePoint,12,12,2025-11-23
beth.quinn@contoso.com,2025-11,Edge,Microsoft365,Edge,6,3,2025-11-20
bria.lee@contoso.com,2026-03,Teams,MicrosoftTeams,MicrosoftTeams,151,11,2026-03-27
bria.lee@contoso.com,2026-03,Word,Microsoft365,Word,194,4,2026-03-25
bria.lee@contoso.com,2026-03,Excel,Microsoft365,Excel,165,12,2026-03-26
bria.lee@contoso.com,2026-03,Outlook,Microsoft365,Outlook,68,12,2026-03-25
bria.lee@contoso.com,2026-03,PowerPoint,Microsoft365,PowerPoint,116,17,2026-03-27
bria.lee@contoso.com,2026-03,Chat,Microsoft365,M365Chat,120,9,2026-03-25
bria.lee@contoso.com,2026-03,Loop,Microsoft365,Loop,16,15,2026-03-27
bria.lee@contoso.com,2026-03,OneNote,Microsoft365,OneNote,59,5,2026-03-26
bria.lee@contoso.com,2026-03,SharePoint,Microsoft365,SharePoint,57,2,2026-03-24
bria.lee@contoso.com,2026-03,Edge,Microsoft365,Edge,46,12,2026-03-27
bria.lee@contoso.com,2026-01,Teams,MicrosoftTeams,MicrosoftTeams,164,16,2026-01-26
bria.lee@contoso.com,2026-01,Word,Microsoft365,Word,181,3,2026-01-19
bria.lee@contoso.com,2026-01,Excel,Microsoft365,Excel,158,17,2026-01-25
bria.lee@contoso.com,2026-01,Outlook,Microsoft365,Outlook,31,17,2026-01-27
bria.lee@contoso.com,2026-01,PowerPoint,Microsoft365,PowerPoint,8,8,2026-01-26
bria.lee@contoso.com,2026-01,Chat,Microsoft365,M365Chat,121,1,2026-01-05
bria.lee@contoso.com,2026-01,Loop,Microsoft365,Loop,52,1,2026-01-09
bria.lee@contoso.com,2026-01,OneNote,Microsoft365,OneNote,1,1,2026-01-02
bria.lee@contoso.com,2026-01,SharePoint,Microsoft365,SharePoint,14,14,2026-01-27
bria.lee@contoso.com,2026-01,Edge,Microsoft365,Edge,8,6,2026-01-16
bria.lee@contoso.com,2026-06,Teams,MicrosoftTeams,MicrosoftTeams,102,3,2026-06-19
bria.lee@contoso.com,2026-06,Word,Microsoft365,Word,9,5,2026-06-24
bria.lee@contoso.com,2026-06,Excel,Microsoft365,Excel,1,1,2026-06-26
bria.lee@contoso.com,2026-06,Outlook,Microsoft365,Outlook,135,2,2026-06-23
bria.lee@contoso.com,2026-06,PowerPoint,Microsoft365,PowerPoint,100,7,2026-06-27
bria.lee@contoso.com,2026-06,Chat,Microsoft365,M365Chat,153,22,2026-06-26
bria.lee@contoso.com,2026-06,Loop,Microsoft365,Loop,50,18,2026-06-27
bria.lee@contoso.com,2026-06,OneNote,Microsoft365,OneNote,33,18,2026-06-27
bria.lee@contoso.com,2026-06,SharePoint,Microsoft365,SharePoint,15,6,2026-06-27
bria.lee@contoso.com,2026-06,Edge,Microsoft365,Edge,39,15,2026-06-23
cole.page@contoso.com,2026-02,Teams,MicrosoftTeams,MicrosoftTeams,92,2,2026-02-17
cole.page@contoso.com,2026-02,Word,Microsoft365,Word,159,22,2026-02-27
cole.page@contoso.com,2026-02,Excel,Microsoft365,Excel,158,10,2026-02-27
cole.page@contoso.com,2026-02,Outlook,Microsoft365,Outlook,38,19,2026-02-27
cole.page@contoso.com,2026-02,PowerPoint,Microsoft365,PowerPoint,61,15,2026-02-26
cole.page@contoso.com,2026-02,Chat,Microsoft365,M365Chat,129,5,2026-02-24
cole.page@contoso.com,2026-02,Loop,Microsoft365,Loop,22,4,2026-02-22
cole.page@contoso.com,2026-02,OneNote,Microsoft365,OneNote,14,8,2026-02-27
cole.page@contoso.com,2026-02,SharePoint,Microsoft365,SharePoint,40,5,2026-02-23
cole.page@contoso.com,2026-02,Edge,Microsoft365,Edge,43,14,2026-02-27
cole.page@contoso.com,2026-06,Teams,MicrosoftTeams,MicrosoftTeams,177,20,2026-06-25
cole.page@contoso.com,2026-06,Word,Microsoft365,Word,66,22,2026-06-26
cole.page@contoso.com,2026-06,Excel,Microsoft365,Excel,30,21,2026-06-27
cole.page@contoso.com,2026-06,Outlook,Microsoft365,Outlook,8,1,2026-06-14
cole.page@contoso.com,2026-06,PowerPoint,Microsoft365,PowerPoint,179,19,2026-06-27
cole.page@contoso.com,2026-06,Chat,Microsoft365,M365Chat,200,14,2026-06-27
cole.page@contoso.com,2026-06,Loop,Microsoft365,Loop,53,14,2026-06-27
cole.page@contoso.com,2026-06,OneNote,Microsoft365,OneNote,30,10,2026-06-27
cole.page@contoso.com,2026-06,SharePoint,Microsoft365,SharePoint,42,5,2026-06-23
cole.page@contoso.com,2026-06,Edge,Microsoft365,Edge,27,15,2026-06-26
cole.page@contoso.com,2026-05,Teams,MicrosoftTeams,MicrosoftTeams,61,18,2026-05-27
cole.page@contoso.com,2026-05,Word,Microsoft365,Word,45,8,2026-05-26
cole.page@contoso.com,2026-05,Excel,Microsoft365,Excel,162,11,2026-05-26
cole.page@contoso.com,2026-05,Outlook,Microsoft365,Outlook,195,17,2026-05-26
cole.page@contoso.com,2026-05,PowerPoint,Microsoft365,PowerPoint,108,21,2026-05-27
cole.page@contoso.com,2026-05,Chat,Microsoft365,M365Chat,127,7,2026-05-27
cole.page@contoso.com,2026-05,Loop,Microsoft365,Loop,38,21,2026-05-27
cole.page@contoso.com,2026-05,OneNote,Microsoft365,OneNote,15,14,2026-05-27
cole.page@contoso.com,2026-05,SharePoint,Microsoft365,SharePoint,30,9,2026-05-26
cole.page@contoso.com,2026-05,Edge,Microsoft365,Edge,40,3,2026-05-23
cole.page@contoso.com,2026-01,Teams,MicrosoftTeams,MicrosoftTeams,6,6,2026-01-24
cole.page@contoso.com,2026-01,Word,Microsoft365,Word,107,13,2026-01-24
cole.page@contoso.com,2026-01,Excel,Microsoft365,Excel,91,2,2026-01-14
cole.page@contoso.com,2026-01,Outlook,Microsoft365,Outlook,162,5,2026-01-24
cole.page@contoso.com,2026-01,PowerPoint,Microsoft365,PowerPoint,74,18,2026-01-27
cole.page@contoso.com,2026-01,Chat,Microsoft365,M365Chat,118,2,2026-01-26
cole.page@contoso.com,2026-01,Loop,Microsoft365,Loop,30,13,2026-01-27
cole.page@contoso.com,2026-01,OneNote,Microsoft365,OneNote,56,20,2026-01-27
cole.page@contoso.com,2026-01,SharePoint,Microsoft365,SharePoint,20,19,2026-01-27
cole.page@contoso.com,2026-01,Edge,Microsoft365,Edge,10,4,2026-01-27
cory.vance@contoso.com,2025-11,Teams,MicrosoftTeams,MicrosoftTeams,178,19,2025-11-27
cory.vance@contoso.com,2025-11,Word,Microsoft365,Word,33,20,2025-11-26
cory.vance@contoso.com,2025-11,Excel,Microsoft365,Excel,132,19,2025-11-26
cory.vance@contoso.com,2025-11,Outlook,Microsoft365,Outlook,6,2,2025-11-18
cory.vance@contoso.com,2025-11,PowerPoint,Microsoft365,PowerPoint,173,18,2025-11-27
cory.vance@contoso.com,2025-11,Chat,Microsoft365,M365Chat,81,11,2025-11-27
cory.vance@contoso.com,2025-11,Loop,Microsoft365,Loop,58,12,2025-11-26
cory.vance@contoso.com,2025-11,OneNote,Microsoft365,OneNote,12,8,2025-11-26
cory.vance@contoso.com,2025-11,SharePoint,Microsoft365,SharePoint,52,10,2025-11-27
cory.vance@contoso.com,2025-11,Edge,Microsoft365,Edge,39,7,2025-11-23
cory.vance@contoso.com,2025-09,Teams,MicrosoftTeams,MicrosoftTeams,194,3,2025-09-26
cory.vance@contoso.com,2025-09,Word,Microsoft365,Word,42,11,2025-09-27
cory.vance@contoso.com,2025-09,Excel,Microsoft365,Excel,101,6,2025-09-14
cory.vance@contoso.com,2025-09,Outlook,Microsoft365,Outlook,163,13,2025-09-23
cory.vance@contoso.com,2025-09,PowerPoint,Microsoft365,PowerPoint,64,9,2025-09-26
cory.vance@contoso.com,2025-09,Chat,Microsoft365,M365Chat,171,13,2025-09-25
cory.vance@contoso.com,2025-09,Loop,Microsoft365,Loop,36,22,2025-09-25
cory.vance@contoso.com,2025-09,OneNote,Microsoft365,OneNote,16,10,2025-09-25
cory.vance@contoso.com,2025-09,SharePoint,Microsoft365,SharePoint,15,2,2025-09-17
cory.vance@contoso.com,2025-09,Edge,Microsoft365,Edge,14,9,2025-09-27
cory.vance@contoso.com,2025-10,Teams,MicrosoftTeams,MicrosoftTeams,164,2,2025-10-16
cory.vance@contoso.com,2025-10,Word,Microsoft365,Word,103,11,2025-10-26
cory.vance@contoso.com,2025-10,Excel,Microsoft365,Excel,114,19,2025-10-27
cory.vance@contoso.com,2025-10,Outlook,Microsoft365,Outlook,13,8,2025-10-27
cory.vance@contoso.com,2025-10,PowerPoint,Microsoft365,PowerPoint,1,1,2025-10-17
cory.vance@contoso.com,2025-10,Chat,Microsoft365,M365Chat,183,22,2025-10-26
cory.vance@contoso.com,2025-10,Loop,Microsoft365,Loop,28,2,2025-10-17
cory.vance@contoso.com,2025-10,OneNote,Microsoft365,OneNote,48,5,2025-10-27
cory.vance@contoso.com,2025-10,SharePoint,Microsoft365,SharePoint,37,15,2025-10-27
cory.vance@contoso.com,2025-10,Edge,Microsoft365,Edge,43,7,2025-10-21
cory.vance@contoso.com,2026-01,Teams,MicrosoftTeams,MicrosoftTeams,37,2,2026-01-25
cory.vance@contoso.com,2026-01,Word,Microsoft365,Word,44,2,2026-01-16
cory.vance@contoso.com,2026-01,Excel,Microsoft365,Excel,4,4,2026-01-23
cory.vance@contoso.com,2026-01,Outlook,Microsoft365,Outlook,68,13,2026-01-26
cory.vance@contoso.com,2026-01,PowerPoint,Microsoft365,PowerPoint,150,10,2026-01-24
cory.vance@contoso.com,2026-01,Chat,Microsoft365,M365Chat,174,19,2026-01-27
cory.vance@contoso.com,2026-01,Loop,Microsoft365,Loop,42,2,2026-01-12
cory.vance@contoso.com,2026-01,OneNote,Microsoft365,OneNote,2,2,2026-01-16
cory.vance@contoso.com,2026-01,SharePoint,Microsoft365,SharePoint,27,9,2026-01-27
cory.vance@contoso.com,2026-01,Edge,Microsoft365,Edge,43,21,2026-01-27
dana.cole@contoso.com,2025-12,Teams,MicrosoftTeams,MicrosoftTeams,44,11,2025-12-27
dana.cole@contoso.com,2025-12,Word,Microsoft365,Word,148,19,2025-12-27
dana.cole@contoso.com,2025-12,Excel,Microsoft365,Excel,131,21,2025-12-27
dana.cole@contoso.com,2025-12,Outlook,Microsoft365,Outlook,135,1,2025-12-10
dana.cole@contoso.com,2025-12,PowerPoint,Microsoft365,PowerPoint,22,5,2025-12-22
dana.cole@contoso.com,2025-12,Chat,Microsoft365,M365Chat,178,12,2025-12-25
dana.cole@contoso.com,2025-12,Loop,Microsoft365,Loop,41,11,2025-12-26
dana.cole@contoso.com,2025-12,OneNote,Microsoft365,OneNote,6,5,2025-12-27
dana.cole@contoso.com,2025-12,SharePoint,Microsoft365,SharePoint,20,19,2025-12-26
dana.cole@contoso.com,2025-12,Edge,Microsoft365,Edge,22,21,2025-12-27
dana.cole@contoso.com,2026-06,Teams,MicrosoftTeams,MicrosoftTeams,170,7,2026-06-24
dana.cole@contoso.com,2026-06,Word,Microsoft365,Word,127,15,2026-06-27
dana.cole@contoso.com,2026-06,Excel,Microsoft365,Excel,84,21,2026-06-26
dana.cole@contoso.com,2026-06,Outlook,Microsoft365,Outlook,11,10,2026-06-22
dana.cole@contoso.com,2026-06,PowerPoint,Microsoft365,PowerPoint,65,3,2026-06-23
dana.cole@contoso.com,2026-06,Chat,Microsoft365,M365Chat,5,4,2026-06-26
dana.cole@contoso.com,2026-06,Loop,Microsoft365,Loop,27,20,2026-06-27
dana.cole@contoso.com,2026-06,OneNote,Microsoft365,OneNote,41,20,2026-06-26
dana.cole@contoso.com,2026-06,SharePoint,Microsoft365,SharePoint,49,15,2026-06-27
dana.cole@contoso.com,2026-06,Edge,Microsoft365,Edge,17,1,2026-06-13
dana.cole@contoso.com,2025-10,Teams,MicrosoftTeams,MicrosoftTeams,154,5,2025-10-22
dana.cole@contoso.com,2025-10,Word,Microsoft365,Word,89,19,2025-10-27
dana.cole@contoso.com,2025-10,Excel,Microsoft365,Excel,132,21,2025-10-27
dana.cole@contoso.com,2025-10,Outlook,Microsoft365,Outlook,121,17,2025-10-27
dana.cole@contoso.com,2025-10,PowerPoint,Microsoft365,PowerPoint,184,19,2025-10-27
dana.cole@contoso.com,2025-10,Chat,Microsoft365,M365Chat,47,6,2025-10-22
dana.cole@contoso.com,2025-10,Loop,Microsoft365,Loop,36,16,2025-10-27
dana.cole@contoso.com,2025-10,OneNote,Microsoft365,OneNote,14,13,2025-10-25
dana.cole@contoso.com,2025-10,SharePoint,Microsoft365,SharePoint,29,8,2025-10-21
dana.cole@contoso.com,2025-10,Edge,Microsoft365,Edge,41,5,2025-10-19
dana.cole@contoso.com,2026-01,Teams,MicrosoftTeams,MicrosoftTeams,102,15,2026-01-27
dana.cole@contoso.com,2026-01,Word,Microsoft365,Word,15,3,2026-01-25
dana.cole@contoso.com,2026-01,Excel,Microsoft365,Excel,177,2,2026-01-09
dana.cole@contoso.com,2026-01,Outlook,Microsoft365,Outlook,147,20,2026-01-27
dana.cole@contoso.com,2026-01,PowerPoint,Microsoft365,PowerPoint,66,12,2026-01-27
dana.cole@contoso.com,2026-01,Chat,Microsoft365,M365Chat,190,22,2026-01-27
dana.cole@contoso.com,2026-01,Loop,Microsoft365,Loop,17,5,2026-01-20
dana.cole@contoso.com,2026-01,OneNote,Microsoft365,OneNote,1,1,2026-01-12
dana.cole@contoso.com,2026-01,SharePoint,Microsoft365,SharePoint,14,8,2026-01-25
dana.cole@contoso.com,2026-01,Edge,Microsoft365,Edge,30,15,2026-01-27
drew.shaw@contoso.com,2025-10,Teams,MicrosoftTeams,MicrosoftTeams,111,11,2025-10-26
drew.shaw@contoso.com,2025-10,Word,Microsoft365,Word,155,2,2025-10-10
drew.shaw@contoso.com,2025-10,Excel,Microsoft365,Excel,80,2,2025-10-27
drew.shaw@contoso.com,2025-10,Outlook,Microsoft365,Outlook,139,4,2025-10-27
drew.shaw@contoso.com,2025-10,PowerPoint,Microsoft365,PowerPoint,24,16,2025-10-27
drew.shaw@contoso.com,2025-10,Chat,Microsoft365,M365Chat,139,17,2025-10-27
drew.shaw@contoso.com,2025-10,Loop,Microsoft365,Loop,42,17,2025-10-24
drew.shaw@contoso.com,2025-10,OneNote,Microsoft365,OneNote,24,16,2025-10-26
drew.shaw@contoso.com,2025-10,SharePoint,Microsoft365,SharePoint,30,14,2025-10-25
drew.shaw@contoso.com,2025-10,Edge,Microsoft365,Edge,8,5,2025-10-24
drew.shaw@contoso.com,2026-03,Teams,MicrosoftTeams,MicrosoftTeams,122,13,2026-03-24
drew.shaw@contoso.com,2026-03,Word,Microsoft365,Word,48,6,2026-03-24
drew.shaw@contoso.com,2026-03,Excel,Microsoft365,Excel,60,9,2026-03-27
drew.shaw@contoso.com,2026-03,Outlook,Microsoft365,Outlook,75,19,2026-03-27
drew.shaw@contoso.com,2026-03,PowerPoint,Microsoft365,PowerPoint,4,2,2026-03-27
drew.shaw@contoso.com,2026-03,Chat,Microsoft365,M365Chat,167,10,2026-03-27
drew.shaw@contoso.com,2026-03,Loop,Microsoft365,Loop,52,11,2026-03-23
drew.shaw@contoso.com,2026-03,OneNote,Microsoft365,OneNote,60,7,2026-03-22
drew.shaw@contoso.com,2026-03,SharePoint,Microsoft365,SharePoint,32,5,2026-03-24
drew.shaw@contoso.com,2026-03,Edge,Microsoft365,Edge,9,7,2026-03-27
drew.shaw@contoso.com,2026-01,Teams,MicrosoftTeams,MicrosoftTeams,43,5,2026-01-25
drew.shaw@contoso.com,2026-01,Word,Microsoft365,Word,29,4,2026-01-18
drew.shaw@contoso.com,2026-01,Excel,Microsoft365,Excel,64,9,2026-01-26
drew.shaw@contoso.com,2026-01,Outlook,Microsoft365,Outlook,16,11,2026-01-25
drew.shaw@contoso.com,2026-01,PowerPoint,Microsoft365,PowerPoint,29,16,2026-01-26
drew.shaw@contoso.com,2026-01,Chat,Microsoft365,M365Chat,95,12,2026-01-27
drew.shaw@contoso.com,2026-01,Loop,Microsoft365,Loop,22,12,2026-01-26
drew.shaw@contoso.com,2026-01,OneNote,Microsoft365,OneNote,59,4,2026-01-19
drew.shaw@contoso.com,2026-01,SharePoint,Microsoft365,SharePoint,7,2,2026-01-09
drew.shaw@contoso.com,2026-01,Edge,Microsoft365,Edge,51,19,2026-01-26
drew.shaw@contoso.com,2025-12,Teams,MicrosoftTeams,MicrosoftTeams,192,9,2025-12-26
drew.shaw@contoso.com,2025-12,Word,Microsoft365,Word,44,17,2025-12-27
drew.shaw@contoso.com,2025-12,Excel,Microsoft365,Excel,41,6,2025-12-21
drew.shaw@contoso.com,2025-12,Outlook,Microsoft365,Outlook,67,12,2025-12-26
drew.shaw@contoso.com,2025-12,PowerPoint,Microsoft365,PowerPoint,193,14,2025-12-25
drew.shaw@contoso.com,2025-12,Chat,Microsoft365,M365Chat,169,2,2025-12-27
drew.shaw@contoso.com,2025-12,Loop,Microsoft365,Loop,42,10,2025-12-27
drew.shaw@contoso.com,2025-12,OneNote,Microsoft365,OneNote,57,2,2025-12-26
drew.shaw@contoso.com,2025-12,SharePoint,Microsoft365,SharePoint,53,11,2025-12-26
drew.shaw@contoso.com,2025-12,Edge,Microsoft365,Edge,25,7,2025-12-26
ella.hart@contoso.com,2025-12,Teams,MicrosoftTeams,MicrosoftTeams,110,14,2025-12-26
ella.hart@contoso.com,2025-12,Word,Microsoft365,Word,19,16,2025-12-25
ella.hart@contoso.com,2025-12,Excel,Microsoft365,Excel,61,7,2025-12-22
ella.hart@contoso.com,2025-12,Outlook,Microsoft365,Outlook,178,9,2025-12-27
ella.hart@contoso.com,2025-12,PowerPoint,Microsoft365,PowerPoint,162,5,2025-12-20
ella.hart@contoso.com,2025-12,Chat,Microsoft365,M365Chat,73,9,2025-12-26
ella.hart@contoso.com,2025-12,Loop,Microsoft365,Loop,35,12,2025-12-27
ella.hart@contoso.com,2025-12,OneNote,Microsoft365,OneNote,49,18,2025-12-27
ella.hart@contoso.com,2025-12,SharePoint,Microsoft365,SharePoint,2,1,2025-12-07
ella.hart@contoso.com,2025-12,Edge,Microsoft365,Edge,42,9,2025-12-26
ella.hart@contoso.com,2026-01,Teams,MicrosoftTeams,MicrosoftTeams,111,5,2026-01-24
ella.hart@contoso.com,2026-01,Word,Microsoft365,Word,153,15,2026-01-26
ella.hart@contoso.com,2026-01,Excel,Microsoft365,Excel,42,11,2026-01-26
ella.hart@contoso.com,2026-01,Outlook,Microsoft365,Outlook,1,1,2026-01-10
ella.hart@contoso.com,2026-01,PowerPoint,Microsoft365,PowerPoint,182,4,2026-01-15
ella.hart@contoso.com,2026-01,Chat,Microsoft365,M365Chat,156,12,2026-01-26
